city,date,fare,ride_id
Rodneyfort,2019-01-12 06:17:59,7.05,4.23915E+12
Karenside,2019-04-19 08:42:07,26.45,9.29376E+12
New Paulton,2019-01-13 18:33:58,29.9,4.09033E+12
West Robert,2019-01-17 04:56:17,12.71,8.50343E+12
Jerryton,2019-02-14 19:48:48,24.49,3.08044E+12
Karenberg,2019-01-16 13:52:57,41.26,3.35715E+12
Christopherfurt,2019-05-03 12:46:04,14.43,5.64493E+12
Grahamburgh,2019-03-27 22:14:21,4.63,7.32444E+12
New Kimberlyborough,2019-03-02 18:56:47,6.08,3.87292E+12
North Madeline,2019-03-04 22:29:22,6.19,5.4655E+11
North Jason,2019-03-12 21:01:11,5.76,5.11343E+12
Liumouth,2019-03-16 06:31:29,34.2,2.54174E+12
New Jacobville,2019-04-21 23:00:18,13.53,5.56794E+12
Justinberg,2019-04-24 11:33:04,28.76,6.4936E+12
West Anthony,2019-03-13 08:03:10,5.03,1.17802E+12
Raymondhaven,2019-01-13 01:03:38,17.33,2.83043E+12
Royland,2019-03-22 22:02:56,23.31,2.833E+12
Rogerston,2019-01-30 21:18:50,8.87,5.68698E+12
West Anthony,2019-05-03 04:49:15,21.38,9.17265E+12
Port Frank,2019-04-06 20:51:23,21.02,9.71438E+12
Lake Jonathanshire,2019-04-11 22:10:30,12.81,5.99987E+12
South Phillip,2019-01-17 17:45:28,23.46,2.62802E+12
South Karenland,2019-03-03 07:40:26,22.44,7.45861E+12
Port Samanthamouth,2019-04-18 14:39:19,23.56,8.73425E+12
Huntermouth,2019-01-10 09:40:31,43.01,7.5807E+12
Joneschester,2019-04-22 16:48:28,9.7,8.58709E+12
West Anthony,2019-04-22 08:14:31,19.95,1.21205E+12
North Jasmine,2019-04-11 03:38:08,27.54,5.00327E+12
Reynoldsfurt,2019-03-10 20:10:03,4.1,5.69073E+12
North Markport,2019-02-22 15:00:37,16.46,2.79829E+12
Huntermouth,2019-01-09 22:56:35,15.31,1.53005E+12
Rogerston,2019-03-19 16:58:45,29.88,3.97971E+12
Deanville,2019-03-05 12:05:14,11.16,4.73702E+12
Rodneyfort,2019-01-11 14:18:07,23.21,3.43372E+12
Reynoldsfurt,2019-03-29 17:35:50,31.43,9.92231E+12
West Josephberg,2019-01-14 18:07:37,9.71,4.72613E+12
Huntermouth,2019-03-20 00:45:53,40.55,6.75062E+12
Amandaburgh,2019-04-24 08:02:27,14.55,7.83612E+12
Port Frank,2019-03-05 00:42:17,36.35,9.21372E+12
Martinezhaven,2019-01-10 03:37:02,23.62,5.46989E+12
East Kaylahaven,2019-02-10 12:42:09,6.69,6.07184E+12
Joneschester,2019-03-10 13:31:40,22.72,8.70503E+12
West Angela,2019-05-01 19:03:17,23.23,7.76994E+12
New Paulton,2019-04-24 14:27:01,32.22,2.98963E+12
Roberthaven,2019-03-05 12:12:21,5.43,6.05362E+11
Port Frank,2019-03-09 16:59:41,6.5,2.10909E+12
Port Frank,2019-04-04 11:46:40,39.39,7.96748E+12
Hurleymouth,2019-03-07 12:38:40,41.96,1.67733E+12
Leahton,2019-03-06 17:06:51,41.29,3.31067E+12
Johnton,2019-02-07 19:40:32,30.97,6.85398E+12
Lake Scottton,2019-05-03 15:26:01,25.68,7.71161E+11
Simpsonburgh,2019-01-31 05:16:40,39.23,3.69709E+12
West Angela,2019-02-21 13:51:29,29.99,4.36732E+12
Williamsview,2019-04-16 08:23:02,20.38,8.22775E+12
West Josephberg,2019-04-12 00:11:17,15.49,5.11823E+12
West Josephberg,2019-02-15 00:51:41,36.7,8.33427E+12
South Karenland,2019-02-19 02:20:23,39.59,9.83407E+12
Barajasview,2019-01-02 23:23:19,36.13,8.56719E+12
East Kaylahaven,2019-01-21 16:07:14,36.89,2.41125E+12
Loganberg,2019-01-12 05:07:59,36.82,1.07811E+12
Richardfort,2019-04-22 03:06:56,39.74,4.08139E+12
Richardfort,2019-01-31 14:51:01,43.92,4.06695E+12
South Michelleport,2019-04-01 14:50:13,28.84,8.84609E+12
Barajasview,2019-01-14 11:00:56,19.81,2.37626E+12
West Heidi,2019-04-18 20:05:50,32.74,1.74649E+12
Leahton,2019-03-31 02:08:34,4.65,2.2042E+12
Port Johnbury,2019-01-07 05:43:33,19.08,8.83938E+12
Justinberg,2019-05-07 20:22:19,18.74,6.39565E+12
North Barbara,2019-04-10 17:12:30,10.94,3.55505E+11
Barajasview,2019-05-06 01:06:46,17.63,9.23321E+12
Reynoldsfurt,2019-04-12 01:13:32,21.18,7.47139E+12
West Christopherberg,2019-02-09 12:25:18,33.97,4.25388E+12
Leahton,2019-02-23 01:19:01,7.08,3.74445E+12
Simpsonburgh,2019-03-04 11:08:21,23.33,9.99763E+11
Port Frank,2019-04-05 07:22:06,14.21,8.36608E+12
West Heidi,2019-04-17 00:03:53,8.91,7.61713E+12
Robertport,2019-04-24 23:45:26,19.73,7.44321E+12
Loganberg,2019-05-05 17:29:14,30.47,7.76926E+12
West Josephberg,2019-03-23 01:43:42,33.12,2.3354E+12
West Anthony,2019-04-03 01:47:34,31.6,4.96533E+12
South Michelleport,2019-04-22 02:38:23,9.72,2.08892E+12
Amandaburgh,2019-04-05 10:22:33,25.55,8.58142E+12
Justinberg,2019-04-01 23:46:28,40.87,8.95767E+12
Joneschester,2019-03-10 08:15:49,27.91,1.27309E+12
Lake Scottton,2019-01-11 19:18:14,31.31,9.30578E+12
Rodneyfort,2019-03-24 19:06:17,31.41,8.2742E+11
Pattyland,2019-04-25 14:57:12,44.39,1.7237E+12
Jerryton,2019-02-28 01:14:01,36.87,3.09106E+12
Lake Scottton,2019-04-11 04:26:34,22.03,2.02682E+12
Grahamburgh,2019-04-29 21:20:41,13.59,3.2007E+12
South Latoya,2019-03-29 22:54:21,5.93,2.6243E+12
Liumouth,2019-03-27 12:12:35,44.27,9.81646E+11
Hurleymouth,2019-03-02 11:43:55,34.65,9.38045E+12
West Angela,2019-02-15 08:01:29,44.12,1.96212E+12
Reynoldsfurt,2019-03-14 16:29:50,35.65,9.90709E+12
Port Johnbury,2019-03-29 03:22:44,14.54,3.76124E+12
North Jason,2019-02-15 14:32:55,17.35,6.04176E+12
North Madeline,2019-04-15 10:02:03,37.6,3.89526E+12
Simpsonburgh,2019-02-15 09:18:12,4.63,60590634054
Hurleymouth,2019-02-13 17:32:27,25.72,8.76149E+12
West Robert,2019-03-07 06:32:50,4.28,2.03078E+12
North Jasmine,2019-04-01 04:31:58,28.04,5.01238E+12
North Jason,2019-04-05 20:10:13,32.18,3.37355E+12
South Jack,2019-02-01 11:28:27,26.72,5.06217E+12
West Heidi,2019-02-09 19:23:40,39.76,5.5229E+12
West Anthony,2019-04-06 02:25:24,14.3,7.57196E+12
West Ericstad,2019-03-21 09:28:30,18.24,4.60295E+12
West Samuelburgh,2019-02-27 06:43:58,32.73,5.61598E+12
New Jacobville,2019-04-09 08:47:39,4.95,4.49374E+12
Carriemouth,2019-02-21 15:09:30,23.48,4.75731E+12
Christopherfurt,2019-03-18 09:24:46,7.45,4.45122E+12
South Phillip,2019-01-16 03:42:53,7.08,8.45568E+12
Grahamburgh,2019-01-28 15:40:18,44.91,2.58537E+11
Christopherfurt,2019-03-25 20:35:29,23.38,4.99819E+11
Robertport,2019-04-27 12:31:49,41.48,6.46459E+12
Justinberg,2019-04-26 08:12:39,7.68,1.06865E+12
Port Frank,2019-04-05 15:44:01,36.08,3.45798E+11
New Jacobville,2019-04-13 01:18:36,43.98,9.4486E+12
North Jasmine,2019-02-01 20:17:32,8.09,4.15938E+11
Valentineton,2019-03-18 07:07:37,36.04,8.73223E+12
Huntermouth,2019-01-06 20:23:15,28.74,6.5421E+11
South Jack,2019-03-08 08:55:38,17.17,8.79096E+12
New Paulton,2019-03-15 04:48:54,4.6,9.74146E+12
Williamsstad,2019-04-21 23:26:52,26.99,8.56256E+12
Jerryton,2019-01-06 12:30:31,27.71,9.04474E+12
Deanville,2019-01-04 13:30:18,4.56,6.42311E+12
South Evanton,2019-03-22 05:26:10,6.58,8.37719E+12
New Kimberlyborough,2019-04-29 07:38:14,9.08,3.17192E+12
Hurleymouth,2019-03-24 12:04:05,8.77,8.27479E+12
North Barbara,2019-04-01 00:20:26,31.72,9.78616E+12
West Angela,2019-02-22 02:22:44,19.44,3.79496E+12
Karenside,2019-03-15 15:11:23,31.89,5.43826E+12
South Phillip,2019-05-01 23:05:39,38.46,3.43854E+12
South Karenland,2019-05-08 11:38:35,19.77,7.83716E+12
Royland,2019-02-21 22:19:42,5.95,8.41947E+12
South Phillip,2019-01-20 17:35:14,24,7.33538E+12
South Phillip,2019-05-02 01:04:26,24.23,1.22973E+11
West Gabriel,2019-03-09 04:39:40,14.41,8.73618E+12
South Karenland,2019-01-14 02:07:31,24.71,8.61231E+12
Robertport,2019-04-27 10:55:00,11.42,9.22956E+12
Roberthaven,2019-02-12 07:58:19,37,4.69588E+12
West Christopherberg,2019-01-11 21:37:38,44.76,2.73682E+12
Robertport,2019-03-21 05:48:07,8.2,3.39977E+12
West Anthony,2019-02-07 16:55:49,33.51,4.16312E+12
New Kimberlyborough,2019-02-09 13:28:12,6.43,6.44715E+12
Loganberg,2019-02-02 23:09:57,7.12,1.2735E+12
West Samuelburgh,2019-01-11 01:36:40,25.07,1.50842E+11
New Kimberlyborough,2019-04-24 18:35:25,28.87,7.93708E+12
Roberthaven,2019-04-25 14:14:21,22.75,7.37017E+12
Barajasview,2019-04-03 15:25:40,44.15,9.59616E+12
Royland,2019-02-22 22:46:35,10.19,8.89872E+12
Rogerston,2019-03-14 14:43:06,10.29,7.43476E+12
Christopherfurt,2019-02-12 14:24:45,11.7,8.49351E+12
West Gabriel,2019-02-20 06:07:56,8.44,6.91241E+12
South Karenland,2019-04-18 13:07:48,8.56,7.55792E+12
Williamsview,2019-04-26 00:30:10,20.89,2.56503E+12
Deanville,2019-03-05 09:44:44,42.79,3.62495E+12
West Samuelburgh,2019-01-16 03:43:06,14.93,5.01861E+11
North Barbara,2019-02-14 11:29:33,4.11,7.67696E+12
Christopherfurt,2019-03-10 07:36:14,22.65,5.00464E+12
Jerryton,2019-02-01 16:39:33,37.7,9.58045E+12
South Latoya,2019-02-09 20:42:42,12.17,9.00632E+12
South Latoya,2019-03-04 12:20:13,5.04,9.8774E+12
West Gabriel,2019-03-17 04:22:57,15.95,9.29707E+12
Lake Jonathanshire,2019-01-23 21:43:16,21.11,7.71147E+12
North Jasmine,2019-02-10 20:19:09,31.38,4.7468E+12
Raymondhaven,2019-04-15 12:15:39,6.74,6.81407E+12
Port Johnbury,2019-03-25 02:17:17,41.61,8.06055E+12
North Barbara,2019-01-17 18:14:21,18.27,3.78378E+11
New Kimberlyborough,2019-01-27 14:49:59,23.09,5.57554E+12
Carriemouth,2019-02-26 05:24:14,19.05,1.9546E+12
West Samuelburgh,2019-02-05 21:02:08,31.94,6.73338E+12
Martinezhaven,2019-02-17 21:48:23,34.27,2.34041E+11
North Barbara,2019-04-30 05:22:36,28.89,3.28092E+12
Valentineton,2019-02-08 19:05:19,36.23,6.6674E+12
West Robert,2019-02-09 05:16:40,26.1,18586563147
Roberthaven,2019-04-07 16:53:02,13.4,4.90174E+12
West Gabriel,2019-04-20 05:31:15,23.69,4.90612E+12
Karenberg,2019-02-18 19:28:12,44.08,7.21687E+12
Rogerston,2019-03-08 03:46:09,17.81,8.56469E+12
West Angela,2019-01-12 01:55:14,20.46,5.24131E+12
New Kimberlyborough,2019-04-01 12:09:20,10.76,9.12831E+12
Justinberg,2019-02-20 15:05:34,31.31,9.20163E+12
South Michelleport,2019-01-02 00:56:53,37.34,7.66098E+12
South Evanton,2019-01-11 11:02:56,39.99,9.38941E+12
Johnton,2019-04-11 13:41:32,33.12,7.2261E+12
Grahamburgh,2019-04-03 13:27:12,5.09,8.56329E+12
Rogerston,2019-02-16 02:04:26,20.64,8.14712E+12
South Karenland,2019-04-21 11:42:56,7.44,3.54676E+12
North Barbara,2019-03-08 09:24:04,29.15,96327208793
Jerryton,2019-03-20 01:28:13,15.37,9.31768E+11
West Christopherberg,2019-04-25 06:22:17,35.39,7.47724E+12
South Jack,2019-02-13 09:20:17,32.64,8.80719E+11
Port Samanthamouth,2019-01-28 23:59:56,15.49,3.26708E+12
New Paulton,2019-03-29 19:12:44,43.79,7.06918E+12
Carriemouth,2019-04-18 17:01:19,37.63,7.73687E+12
North Jasmine,2019-02-27 01:34:44,35.31,9.25035E+12
Rogerston,2019-01-16 08:38:21,31.34,1.32229E+11
Port David,2019-02-03 01:11:12,21.2,5.71426E+11
Williamsview,2019-04-11 20:41:11,33.68,2.74358E+12
South Evanton,2019-04-26 04:37:07,42.99,4.02195E+12
South Evanton,2019-03-25 15:50:31,23.48,4.59571E+12
Port David,2019-04-07 23:44:31,39.51,5.95526E+12
West Christopherberg,2019-02-08 23:04:07,14.22,3.72559E+12
New Paulton,2019-03-19 23:42:30,40.2,8.20067E+12
Leahton,2019-02-04 08:07:51,15.37,9.58833E+12
Valentineton,2019-04-28 09:10:04,5.73,2.11077E+11
Port David,2019-03-14 09:28:52,9.22,3.63609E+12
West Robert,2019-02-12 01:20:31,14.8,8.06183E+12
Valentineton,2019-01-02 01:46:40,34.79,6.36435E+12
Port Johnbury,2019-02-20 04:27:04,27.1,3.55937E+12
Richardfort,2019-03-04 22:13:57,14.83,9.47411E+12
Karenberg,2019-01-08 13:51:01,9.5,1.45291E+12
West Robert,2019-03-14 15:25:30,18.28,4.58273E+12
New Paulville,2019-02-15 23:58:52,28.18,2.04263E+12
West Patrickchester,2019-05-03 01:24:27,44.85,9.42108E+12
Loganberg,2019-04-03 09:30:45,5.16,9.23486E+12
Pattyland,2019-05-02 20:17:54,4.23,1.65885E+11
West Christopherberg,2019-02-20 15:23:03,26.9,1.2419E+12
Leahton,2019-02-05 18:06:22,8.38,5.89552E+12
Richardfort,2019-03-28 19:33:00,7.75,5.53906E+12
West Anthony,2019-03-11 12:23:09,41.37,1.13382E+12
East Kaylahaven,2019-04-17 00:28:25,41.19,6.32034E+11
Williamsstad,2019-04-01 17:37:03,16.83,1.5169E+12
South Phillip,2019-02-12 22:04:01,23.69,3.66762E+12
West Samuelburgh,2019-01-18 10:57:01,16.96,3.93667E+12
Royland,2019-03-24 10:24:58,10.05,2.95667E+12
Justinberg,2019-01-24 10:16:58,8.83,1.86337E+12
Karenberg,2019-01-30 10:51:26,8.79,3.83247E+12
North Markport,2019-04-09 14:55:36,20.23,2.5806E+12
Roberthaven,2019-03-17 14:48:42,26.71,9.35152E+12
Royland,2019-01-11 14:23:33,43.07,7.58051E+11
Hurleymouth,2019-01-31 02:49:31,19.23,9.53734E+12
Roberthaven,2019-04-22 04:12:02,31.29,4.10482E+12
Grahamburgh,2019-03-16 10:03:25,30.66,4.73969E+12
Johnton,2019-04-26 17:02:03,4.63,3.43531E+12
Huntermouth,2019-05-07 08:47:24,25.83,9.61632E+11
Pattyland,2019-03-19 20:41:46,18.17,9.39478E+12
West Robert,2019-04-16 16:16:39,25.65,3.59878E+12
Leahton,2019-04-13 10:54:14,18.25,6.16038E+12
Port Frank,2019-04-18 00:39:00,33.73,2.26274E+12
Port Frank,2019-02-28 07:39:56,33.83,1.26373E+12
West Josephberg,2019-03-08 21:57:37,9.54,8.12252E+12
Grahamburgh,2019-02-08 13:28:19,10.63,3.65433E+12
Williamsstad,2019-05-06 19:34:45,26.43,8.9879E+12
North Barbara,2019-03-27 09:44:50,33.4,5.61623E+12
South Phillip,2019-04-17 18:42:23,42.3,1.29583E+12
Erikaland,2019-02-05 04:51:46,14.13,9.87719E+12
Port Samanthamouth,2019-01-19 19:54:19,38.58,2.62771E+12
North Jasmine,2019-04-21 15:15:52,5.31,2.97864E+12
West Gabriel,2019-04-27 00:34:07,37.74,7.63591E+12
Rodneyfort,2019-02-06 11:01:59,27.87,9.79196E+12
New Paulton,2019-04-27 23:26:03,19.06,2.00115E+11
Hurleymouth,2019-04-22 02:31:34,9.14,5.56389E+12
South Phillip,2019-03-02 07:23:45,30.62,4.97935E+12
West Ericstad,2019-01-25 20:18:54,23.27,2.12808E+12
Port Samanthamouth,2019-03-20 05:48:09,36.7,8.18658E+11
West Josephberg,2019-01-17 05:32:53,7.87,2.30052E+12
Port Angela,2019-03-10 19:24:17,43.18,1.88976E+12
West Gabriel,2019-04-25 14:28:31,10.86,8.50153E+12
Hurleymouth,2019-02-15 02:10:41,42.61,9.952E+12
Jerryton,2019-04-18 06:08:08,42.8,2.66288E+12
Lake Danielberg,2019-02-09 19:09:28,10.62,9.24172E+12
South Phillip,2019-01-14 18:26:57,41.66,2.77317E+12
West Robert,2019-03-28 15:00:52,35.88,2.84546E+12
New Kimberlyborough,2019-04-28 12:48:34,33.35,9.50164E+12
New Paulville,2019-05-02 18:20:46,12.08,6.16282E+11
West Josephberg,2019-04-30 14:45:49,40.08,5.40556E+12
Erikaland,2019-03-17 16:51:14,39.58,6.42263E+12
North Madeline,2019-04-08 20:26:29,25.79,9.44148E+12
West Heidi,2019-04-06 21:40:42,23.41,9.7868E+12
Reynoldsfurt,2019-02-02 02:52:44,29.07,1.86421E+12
South Latoya,2019-01-18 06:04:47,5.69,7.01359E+11
Amandaburgh,2019-03-07 02:26:33,18.76,3.41945E+12
West Josephberg,2019-01-20 01:27:14,38.39,4.39773E+12
Lake Jonathanshire,2019-01-29 00:19:07,41.05,6.64969E+12
West Anthony,2019-04-18 23:10:20,31.16,8.47826E+12
Raymondhaven,2019-04-06 13:52:23,30.36,8.73307E+12
Hurleymouth,2019-01-11 12:59:18,37.44,7.88363E+12
Roberthaven,2019-01-28 10:23:03,21.72,7.32997E+12
New Paulville,2019-04-29 23:05:04,14.59,3.63377E+12
Robertport,2019-03-26 22:47:28,13.34,5.44815E+12
Port Frank,2019-01-19 13:08:46,4.86,5.0846E+12
Rogerston,2019-03-26 04:27:13,13.97,2.81992E+12
Liumouth,2019-01-16 21:55:41,6.02,3.85218E+12
Lake Danielberg,2019-01-21 12:52:23,14.09,9.56831E+12
West Josephberg,2019-03-21 15:44:51,6.13,2.30387E+12
Leahton,2019-01-15 02:30:19,21.95,1.79552E+12
Huntermouth,2019-04-03 07:02:33,29.88,8.96762E+12
Lake Danielberg,2019-05-03 15:35:53,19.97,5.54189E+11
Loganberg,2019-02-21 13:09:31,7.49,6.41484E+11
North Madeline,2019-02-16 15:06:13,37.75,1.4536E+12
Hurleymouth,2019-04-09 09:17:22,20.31,2.51159E+12
Port Johnbury,2019-03-30 20:43:11,19.48,5.13784E+12
Royland,2019-05-07 14:58:12,36.22,2.53803E+12
Richardfort,2019-02-14 03:27:28,44.11,2.50386E+12
Johnton,2019-01-25 13:17:50,28.14,7.11047E+12
North Jason,2019-04-12 06:19:16,33.12,1.71399E+12
South Phillip,2019-01-05 17:50:07,41.55,8.82568E+12
Reynoldsfurt,2019-01-21 16:07:25,25.19,1.03322E+12
West Ericstad,2019-04-12 12:08:32,27.69,4.56796E+12
Richardfort,2019-04-27 11:59:25,30.31,6.10645E+12
West Heidi,2019-04-22 00:38:57,8.89,5.4084E+12
Johnton,2019-03-04 10:30:32,36.76,3.27329E+12
West Angela,2019-01-02 09:28:27,19.81,9.73997E+12
Leahton,2019-02-28 20:02:59,31.01,2.1165E+12
Johnton,2019-04-11 14:40:12,16.63,7.24846E+12
Port David,2019-01-21 02:29:36,32.92,8.57957E+11
New Kimberlyborough,2019-04-01 04:31:44,35.11,8.27582E+12
Port Frank,2019-02-26 05:03:19,25.18,7.2808E+12
Barajasview,2019-01-24 05:58:33,9.21,1.84107E+12
South Phillip,2019-04-21 10:31:27,32.85,2.75233E+12
North Jasmine,2019-04-03 13:15:16,19.66,9.20612E+12
New Kimberlyborough,2019-03-13 09:48:42,14.84,1.83917E+12
North Jasmine,2019-01-05 16:39:33,26.72,3.66906E+12
Reynoldsfurt,2019-02-13 10:29:16,7.43,5.24443E+12
North Barbara,2019-05-05 15:15:23,38.15,2.56007E+11
South Karenland,2019-04-23 09:19:31,12.34,9.18579E+12
North Jasmine,2019-04-17 07:34:23,22.41,4.19804E+12
East Kaylahaven,2019-02-16 21:02:16,34.42,7.99961E+12
West Samuelburgh,2019-03-07 20:34:09,34.22,1.12957E+12
Richardfort,2019-03-03 11:57:24,11.42,2.91608E+12
West Heidi,2019-02-19 21:08:49,7.64,8.96613E+12
Raymondhaven,2019-05-08 04:39:49,18.45,1.81157E+12
North Markport,2019-04-29 11:39:07,19.8,1.83902E+12
New Paulton,2019-02-17 08:20:55,37.44,7.42967E+12
Karenside,2019-01-25 03:33:23,19.6,4.71696E+12
South Jack,2019-03-03 09:00:03,29.88,2.15339E+12
South Michelleport,2019-01-20 05:30:12,34.72,6.38794E+12
North Jason,2019-04-01 14:43:46,40.45,1.1017E+12
Joneschester,2019-01-26 19:19:04,13.77,6.67814E+12
Amandaburgh,2019-01-02 09:57:04,33.06,6.33066E+12
North Jason,2019-03-28 18:03:53,42.75,4.27168E+12
Roberthaven,2019-01-28 22:09:44,28.11,6.2282E+12
South Karenland,2019-02-13 03:55:55,24.16,3.27462E+12
Rogerston,2019-01-23 18:16:39,21.64,3.8497E+12
Robertport,2019-02-14 04:42:16,18.38,9.07293E+12
West Samuelburgh,2019-01-06 13:23:28,11.01,73344113439
New Paulton,2019-04-06 16:21:56,38.8,8.52323E+12
Port Johnbury,2019-04-12 03:43:45,8.42,39663640391
South Karenland,2019-05-03 16:09:36,19.69,2.54283E+12
Liumouth,2019-03-22 20:35:56,39.96,6.1625E+12
South Evanton,2019-04-29 13:54:33,5.16,3.14703E+11
Huntermouth,2019-04-20 09:38:12,23.65,3.49602E+12
Simpsonburgh,2019-04-26 22:20:18,29.22,4.45263E+12
Valentineton,2019-02-17 05:51:36,21.74,4.88223E+12
Deanville,2019-01-12 07:32:21,39.45,4.19668E+11
South Karenland,2019-04-27 16:20:00,6.62,9.44045E+12
Lake Jonathanshire,2019-03-22 14:33:32,18.72,4.67597E+12
East Kaylahaven,2019-03-01 15:07:16,23.45,3.21997E+12
Port David,2019-04-12 05:32:59,35.51,2.98869E+12
West Gabriel,2019-01-30 15:37:59,25.64,3.45871E+12
South Evanton,2019-02-13 16:46:38,44.33,3.93348E+12
Richardfort,2019-01-13 10:08:54,25.81,9.11091E+12
North Madeline,2019-04-04 06:42:02,25.38,6.90704E+12
South Evanton,2019-04-06 16:41:00,9.3,1.03705E+12
Royland,2019-02-18 02:03:31,8.32,5.21311E+12
Hurleymouth,2019-01-07 15:53:43,20.01,4.46237E+12
West Anthony,2019-04-08 06:21:07,20.83,9.5823E+12
Martinezhaven,2019-02-14 02:51:53,27.16,2.199E+12
North Jasmine,2019-01-21 21:00:14,33.06,4.26301E+12
Carriemouth,2019-04-15 08:00:48,40.03,2.66793E+12
Lake Scottton,2019-01-21 04:20:36,21.81,2.94152E+11
Hurleymouth,2019-01-17 17:07:29,24.86,9.29534E+12
North Barbara,2019-03-17 17:07:58,6.12,5.47694E+12
Royland,2019-04-23 01:14:28,40.39,3.38532E+11
North Jason,2019-01-12 19:19:33,9.97,8.00061E+12
West Ericstad,2019-01-27 04:30:26,29.05,7.59945E+12
Joneschester,2019-03-13 06:10:43,27.79,1.26445E+12
North Madeline,2019-05-03 00:07:06,16.44,2.12158E+11
Loganberg,2019-02-18 11:58:27,23.98,9.36901E+12
West Patrickchester,2019-04-07 17:41:37,33.9,3.85913E+12
Justinberg,2019-04-04 23:19:59,19.38,3.73396E+12
Lake Jonathanshire,2019-04-16 20:26:30,32.47,1.01387E+12
Karenside,2019-03-04 20:36:38,25.21,9.10796E+12
North Madeline,2019-02-04 18:56:51,9.84,9.47983E+12
West Josephberg,2019-03-30 01:27:04,25.19,7.57579E+12
West Christopherberg,2019-05-01 12:39:07,39.8,5.35029E+12
Lake Scottton,2019-04-19 21:32:00,37.67,5.48729E+12
Simpsonburgh,2019-05-04 11:41:43,33.11,2.86086E+12
South Karenland,2019-01-23 05:56:24,22.54,9.06736E+11
South Evanton,2019-02-26 06:48:57,7.81,7.41939E+11
New Paulville,2019-01-02 20:52:31,33.08,2.36854E+12
Carriemouth,2019-03-08 09:53:56,37.81,7.35066E+12
North Madeline,2019-03-01 04:34:54,20.8,1.5751E+12
West Heidi,2019-01-17 09:28:43,24.19,8.7981E+12
Amandaburgh,2019-01-13 16:04:10,23.35,9.97508E+12
Valentineton,2019-03-06 04:48:37,38.88,2.76294E+12
South Phillip,2019-03-23 16:36:51,40.07,2.30785E+12
West Angela,2019-02-22 04:05:17,23.09,5.99167E+12
Erikaland,2019-04-25 11:18:54,34.05,5.67382E+12
Loganberg,2019-04-23 09:19:40,32.4,2.44843E+12
West Heidi,2019-01-01 05:23:21,10.75,6.57151E+12
South Michelleport,2019-01-27 13:10:19,30.16,3.94853E+12
Christopherfurt,2019-03-15 10:22:43,34.09,1.26452E+12
North Markport,2019-04-06 02:16:42,18.15,7.26861E+12
West Anthony,2019-02-10 09:16:50,38.54,8.95001E+12
South Phillip,2019-04-16 22:02:06,24.63,7.8609E+12
South Phillip,2019-01-07 02:17:05,6.54,1.97654E+11
Williamsview,2019-03-02 22:23:09,25.15,5.05061E+12
Port Frank,2019-01-05 18:22:02,35.35,1.91878E+12
West Angela,2019-03-18 15:57:00,13.06,7.20662E+12
Liumouth,2019-04-14 14:58:09,25.28,7.89175E+12
Port Frank,2019-05-03 20:22:47,21.11,9.06392E+12
Jerryton,2019-03-04 14:14:36,22.91,3.49891E+12
Richardfort,2019-03-06 12:53:05,8.28,5.1276E+12
Lake Danielberg,2019-01-14 22:04:23,24.14,7.95889E+12
South Evanton,2019-01-17 02:00:57,34.55,3.37326E+12
Williamsview,2019-01-25 00:47:33,41.17,4.83888E+12
South Jack,2019-01-29 20:13:33,43.12,6.0467E+12
Justinberg,2019-02-13 23:56:52,10.18,3.14351E+12
Liumouth,2019-04-29 06:57:26,23.99,8.19442E+11
South Jack,2019-01-09 20:31:52,21.13,6.05592E+12
South Michelleport,2019-03-29 08:33:15,11.06,9.97982E+12
Hurleymouth,2019-02-23 01:34:05,31.97,1.99008E+12
West Samuelburgh,2019-02-22 22:11:39,17.35,3.94301E+12
North Barbara,2019-04-09 17:12:34,6.68,2.53541E+12
Royland,2019-01-20 12:13:04,6.66,4.29234E+12
Lake Scottton,2019-04-08 11:19:22,44.03,9.0529E+12
Raymondhaven,2019-04-30 19:54:09,29.84,7.62828E+12
Lake Scottton,2019-05-08 13:10:18,18.04,5.61626E+12
Martinezhaven,2019-05-07 05:55:00,6.89,3.26625E+12
Lake Scottton,2019-02-08 17:29:38,34.95,7.92883E+12
Richardfort,2019-02-05 16:12:04,42.22,4.05109E+12
West Josephberg,2019-04-11 03:53:24,18.65,6.03478E+12
New Paulville,2019-03-05 15:43:38,23.75,9.55803E+12
South Phillip,2019-05-07 02:52:22,36.51,2.37346E+12
South Karenland,2019-03-22 04:17:20,15.54,1.30552E+12
Valentineton,2019-01-22 02:15:46,17.74,6.34895E+12
South Evanton,2019-05-07 12:30:58,34.03,3.18259E+12
Pattyland,2019-04-19 12:57:51,4.55,6.86369E+12
Port Samanthamouth,2019-03-15 09:03:59,5.62,6.91179E+12
East Kaylahaven,2019-01-11 10:41:55,8.02,9.77856E+12
North Madeline,2019-02-27 11:42:19,36.87,9.53191E+12
Richardfort,2019-04-04 15:04:56,16.35,6.07791E+12
South Michelleport,2019-02-11 08:12:09,28.03,3.12931E+12
Port Johnbury,2019-01-21 05:10:00,32.68,2.77259E+11
Liumouth,2019-01-18 15:26:16,20.68,9.84552E+11
South Evanton,2019-04-08 01:01:44,5.62,1.33603E+12
Richardfort,2019-03-05 16:00:59,4.85,3.29154E+12
New Jacobville,2019-02-07 11:07:26,26.09,3.5177E+12
East Kaylahaven,2019-02-04 02:25:50,38.13,2.8893E+12
